;code_aiot;x;y;code_epsg;nom_ets;num_dep;adresse_x;cd_insee;cd_postal;commune;code_naf;lib_naf;num_siret;cd_regime;lib_regime;seveso;lib_seveso;priorite_n;date_modif;derniere_i;url_fiche;rubrique;nom_etablissement;numero_siret;adresse_y;code_insee;code_departement;code_region;top25% prelevements;top25% rejets;top25% rejets atmo;top25% rejets aqueux;top25% rejets sol
43;0005202718;407953;6259963;2154;FINORGA SAS;64;Avenue du Lac - BP 30;64410;64150;Mourenx;21;Industrie pharmaceutique;66201932200046;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-10-07;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005202718;1434|1450|3450|4110|4120|4130|4140|4330|4331|4510|4716|4733||1185|1630|2240|2925|4120|4130|4140|4441|4610|4709|4722;FINORGA;66201932200046;Avenue du Lac, BP 30 64150 MOURENX;64410;64 ;75;False;False;True;False;False
44;0005202726;408620;6260161;2154;ARYSTA LIFESCIENCE;64;Route d'Artix - B.P. N° 80;64410;64150;Noguères;46;Commerce de gros, à l?exception des automobiles et des motocycles;33012984200044;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-06-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005202726;1434|3440|4110|4120|4130|4140|4331|4510|4511|1510|2515|1530;ARYSTA LIFESCIENCE;33012984200044;Route d'Artix, B.P. N° 80 64150 NOGUERES;64418;64 ;75;False;False;False;False;False
45;0005204836;408451;6260349;2154;CEREXAGRI S.A.S;64;Usine de Mourenx - Zone Industrielle ? Plate-forme SOBEGI;64410;64150;Mourenx;20;Industrie chimique;56980498200381;A;Autorisation;1;Seveso seuil haut;1;2025-11-22;2025-09-25;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005204836;3440|4510|4511|2515|2910|4725;CEREXAGRI;56980498200381;Usine de Mourenx, Z.I. - Plate-forme SOBEGI 64150 MOURENX;64410;64 ;75;False;False;False;False;False
46;0005204961;408352;6260591;2154;ARKEMA Mourenx;64;Chem'Pôle 64 - Avenue du Lac;64410;64150;Mourenx;20;Industrie chimique;31963279000733;A;Autorisation;1;Seveso seuil haut;1;2025-11-29;2025-06-13;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005204961;1434|1630|3410|3420|4120|4130|4510|4710|4735||1185|1436|4140|4331|4737;ARKEMA FRANCE;31963279000733;Plate-forme Chem'Pôle 64 64150 MOURENX;64410;64 ;75;False;False;False;False;False
47;0005205103;405431;6264411;2154;ARKEMA Lacq;64;Pôle Economique - 1, RN 117 - BP n°13;64300;64170;Lacq;20;Industrie chimique;31963279000733;A;Autorisation;1;Seveso seuil haut;1;2025-11-29;2025-06-05;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005205103;1414|1434|2770|2910|3410|3420|4110|4120|4130|4140|4331|4441|4510|4511|4610|4630|4718|4720|4722|4735|4737|2915|1436|1510|1630|4725;ARKEMA FRANCE;31963279000733;Pôle Economique - 1, RN 117, BP n°13 64170 LACQ;64300;64 ;75;True;True;True;False;False
48;0005207267;504052;6419401;2154;MANUCO;24;boulevard Charles Garaud - B.P. n°814;24037;24108;Bergerac;20;Industrie chimique;45057546900025;A;Autorisation;1;Seveso seuil haut;1;2025-11-18;2022-10-12;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207267;1450|3410|4110|4130|4610||2260|2921|4735;MANUCO;45057546900025;boulevard Charles Garaud, B.P. n°814 24100 BERGERAC;24037;24 ;75;True;True;False;False;False
49;0005208375;406359;6263384;2154;Séché éco-industries;64;Route d'Abidos - Lieu-dit l'Usine;64300;64170;Lacq;38;"Collecte, traitement et élimination des déchets ; récupération";33405518300084;A;Autorisation;1;Seveso seuil haut;1;2025-10-23;2025-02-03;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208375;2718|2790|3510|3532|3550|2515|2716|2719;SECHE ECO INDUSTRIES;33405518300084;Route d'Abidos, Lieu-dit l'Usine 64170 LACQ;64300;64 ;75;False;False;False;False;False
50;0005211416;405995;6263677;2154;TORAY CARBON FIBERS EUROPE SA;64;route nationale 817 - lotissement INDUSLACQ;64300;64170;Lacq;23;Fabrication d'autres produits minéraux non métalliques;32626222700084;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-11-05;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211416;1434|1436|2660|3410|4130|4510|4735|2662|2925|4411;TORAY CARBON FIBERS EUROPE;32626222700084;route nationale 817, lotissement INDUSLACQ 64170 LACQ;64300;64 ;75;False;False;False;False;False
51;0005301094;458034;6893051;2154;REVIVAL;14;Route de Lorguichon - LA GUERRE;14538;14540;Castine-en-Plaine;38;"Collecte, traitement et élimination des déchets ; récupération";61662009200968;A;Autorisation;1;Seveso seuil haut;1;2025-11-13;2025-09-11;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005301094;2710|2790|3510|3532|3550|4510|2712|2713|2714|1435|2710|2711|2716|2792|4718|4725|4734;REVIVAL;61662009200968;Route Lorguichon 14540 ROCQUANCOURT;14538;14 ;28;False;False;False;False;False
52;0005301514;401492;6910518;2154;FUJIFILM Electronic Materials France SAS;50;Les vieilles hayes;50468;50620;Saint-Fromond;20;Industrie chimique;32334697300023;A;Autorisation;1;Seveso seuil haut;1;2025-10-22;2025-04-23;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005301514;2790|3420||2921;FUJIFILM ELECTRONIC MATERIALS FRANCE SAS;32334697300023;Les vieilles hayes 50620 SAINT-FROMOND;50468;50 ;28;False;False;False;False;False
53;0005302603;447268;6828820;2154;PCAS;61;Route de Lassay - COUTERNE;61096;61410;Rives d'Andaine;20;Industrie chimique;62201950300037;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-10-23;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005302603;1434|1450|2718|2770|2790|3410|3450|3510|3520|4110|4120|4130|4140|4150|4330|4331|4510|4511|4610|4620|4630|4733|2240|2921|1185|1436|1510|1630|2680|2910|2915|4120|4130|4140|4410|4411|4421|4422|4710|4716|4722|4726|4735|4736|4737;PCAS;62201950300037;Route de Lassay, COUTERNE 61140 LA CHAPELLE-D'ANDAINE;61096;61 ;28;True;False;True;False;False
54;0005401056;841415;6631712;2154;BIOXAL;71;;71076;71100;Chalon-sur-Saône;20;Industrie chimique;39934364900030;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-07-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401056;3410|3440|4422|4441||4510|4718;BIOXAL;39934364900030;ROUTE DE VARENNES - B.P. 72, #459 71100 CHALON-SUR-SAONE;71076;71 ;27;False;False;False;False;False
55;0005401144;781366;6611968;2154;Aperam Stainless France;71;4 Place des Forges;71230;71130;Gueugnon;24;Métallurgie;50165161600051;A;Autorisation;1;Seveso seuil haut;1;2025-10-28;2025-06-17;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401144;3260|4110|2565|2921|1185|2561|2575|2713|2910;APERAM STAINLESS FRANCE;50165161600051;4 Place des Forges, #3064 71130 GUEUGNON;71230;71 ;27;True;True;False;True;False
56;0005401244;723030;6770359;2154;SOPREMA;89;ZI Les Manteaux;89348;89330;Saint-Julien-du-Sault;22;Fabrication de produits en caoutchouc et en plastique;31452755700123;A;Autorisation;1;Seveso seuil haut;1;2025-11-18;2025-07-17;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401244;2660|4130|4330|4801|2661|2663|2940|2662|2910;SOPREMA;31452755700123;ZI Les Manteaux 89330 SAINT-JULIEN-DU-SAULT;89348;89 ;27;False;False;False;False;False
57;0005401274;720721;6789858;2154;CHEMETALL SA;89;11, boulevard de la Manutention - BP 362;89387;89103;Sens;20;Industrie chimique;54204441700070;A;Autorisation;1;Seveso seuil haut;1;2025-11-19;2025-03-14;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401274;1630|3420|3510|4110|4120|4130|4140|4441|4510|4511|1510|2515|1450|2630|2910|4130|4440;CHEMETALL S.A.S;54204441700070;11, boulevard de la Manutention, BP 362 89103 SENS;89387;89 ;27;False;False;False;False;False
58;0005401301;747663;6757458;2154;DAVEY BICKFORD;89;LE MOULIN GASPARD;89201;89550;Héry;20;Industrie chimique;72050141000024;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-10-07;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401301;3460|4210|4220|2564|1434|1450|2560|2561|2910|2940;DAVEY BICKFORD;72050141000024;LE MOULIN GASPARD 89550 HERY;89201;89 ;27;False;False;False;False;False
59;0005401338;739529;6707537;2154;SPECIALTY OPERATIONS FRANCE;58;Quai Saint-Roch;58079;58500;Clamecy;20;Industrie chimique;92203150500048;A;Autorisation;1;Seveso seuil haut;1;2025-11-08;2025-10-09;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401338;1434|1450|2640|3410|3420|4001|1510|1185|1434|1436|1630|2630|2910|2921|2925;SPECIALTY OPERATIONS FRANCE;92203150500048;CI Saint Roch, BP 25 58500 CLAMECY;58079;58 ;27;True;True;False;False;False
60;0005401481;842237;6638075;2154;Sobotram Transports et Logistique;71;25 - 33 rue Paul Sabatier;71154;71530;Crissey;52;Entreposage et services auxiliaires des transports;45081007200089;A;Autorisation;1;Seveso seuil haut;1;2025-11-18;2025-07-22;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005401481;1436|1450|1630|2718|3550|4001|4110|4120|4130|4140|4320|4331|4440|4441|4510|4511|4726|1510|1435|2171|2925|2930|4321|4610|4734|4755|4801;SOBOTRAM TRANSPORTS ET LOGISTIQUE;45081007200089;25 - 27 rue Paul Sabatier, #3520 71530 CRISSEY;71154;71 ;27;False;False;False;False;False
61;0005402210;880311;6694435;2154;SARPI MINERAL FRANCE;21;ECOPOLE DES GRANDS MOULINS;21233;21270;Drambon;38;"Collecte, traitement et élimination des déchets ; récupération";32210784800135;A;Autorisation;1;Seveso seuil haut;1;2025-11-22;2025-10-15;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005402210;2718|2760|2790|3510|3531|3532|3540|3550|2515|2716|2760|;SARPI MINERAL FRANCE;32210784800135;Ecopôle des Grands Moulins 21270 DRAMBON;21233;21 ;27;False;False;False;False;False
62;0005402664;855074;6688241;2154;ELIMINAT.DECHETS INDUSTR.BOURGOGNE;21;5 BOULEVARD BEAUREGARD;21355;21600;LONGVIC;38;"Collecte, traitement et élimination des déchets ; récupération";37989790300025;A;Autorisation;1;Seveso seuil haut;1;2025-10-31;2025-08-07;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005402664;2718|2750|2770|2771|3510|3532|3550||1435|2719|2910|4734;ELIMINAT.DECHETS INDUSTR.BOURGOGNE;37989790300017;5 Boulevard Boulevard de beauregard 5 Boulevard de beauregard 21600 LONGVIC;21355;21 ;27;False;False;False;False;False
63;0005501531;326589;6846904;2154;HYPRED (groupe Kersia);35;55, boulevard Jules Verger - BP 10180 - ZI de la Ville Es Passants;35093;35800;Dinard;20;Industrie chimique;33050741900050;A;Autorisation;1;Seveso seuil haut;1;2025-11-15;2025-06-17;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005501531;3440|4130|4510|4511|1510|2630|4331|1630|2925|4422|4441;HYPRED;33050741900050;55, bd Jules Verger, BP 10180 - ZI de la Ville Es Passants 35800 DINARD;35093;35 ;53;False;False;False;False;False
64;0005503765;348015;6785858;2154;STOCKMEIER FRANCE;35;3 RUE DE LA BUHOTIERE - ZI DE LA HAIE DES COGNETS;35281;35136;Saint-Jacques-de-la-Lande;46;Commerce de gros, à l?exception des automobiles et des motocycles;30125287000144;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-03-20;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005503765;1434|3410|3440|4110|4120|4130|4140|4330|4331|4422|4440|4441|4510|4511|2663|1455|2795|2910|4140|4150|4722|4734|4741|4801;STOCKMEIER FRANCE;30125287000144;3 rue de la Buhotière, ZI de la Haie des Cognets 35136 SAINT-JACQUES-DE-LA-LANDE;35281;35 ;53;False;False;False;False;False
65;0005516058;348192;6785820;2154;TRIADIS Services;35;ZI Haie des Cognets - 11, avenue de Bellevue;35281;35136;Saint-Jacques-de-la-Lande;38;"Collecte, traitement et élimination des déchets ; récupération";38454528100055;A;Autorisation;1;Seveso seuil haut;1;2025-11-29;2025-09-16;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005516058;2718|2790|3510|3550||2714|2716|2795|2925|4220;TRIADIS SERVICES;38454528100055;ZI Haie des Cognets, 11, avenue de Bellevue 35136 SAINT-JACQUES-DE-LA-LANDE;35281;35 ;53;False;False;False;False;False
66;0005600022;680466;6577447;2154;ADISSEO FRANCE S.A.S;03;Rue Marcel Lingot;03082;03600;Commentry;20;Industrie chimique;43943656900099;A;Autorisation;1;Seveso seuil haut;1;2025-11-19;2025-09-18;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600022;1434|1630|2750|2770|3110|3410|3420|3510|4140|4330|4331|4510|4511|4710|2716|2910|2915|2921|1185|1185|1436|1510|2925|4440|4441|4722|4741;ADISSEO FRANCE S.A.S.;43943656900099;Rue Marcel Lingot 03600 COMMENTRY;03082;03 ;84;True;True;True;False;False
67;0005600023;680348;6576439;2154;ERASTEEL SAS;03;1 Place Martenot - BP 1;03082;03600;Commentry;24;Métallurgie;35284913700034;A;Autorisation;1;Seveso seuil haut;1;2025-11-14;2025-07-01;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600023;2545|2562|2718|2770|2790|3220|3510|3550|4110|4510|4511|2560|2564|2565|2713|2716|2921|1532|2515|2561|2563|2575|2910|2925|4120|4725|4801;ERASTEEL;35284913700034;1 Place Martenot, BP 1 03600 COMMENTRY;03082;03 ;84;False;False;True;False;False
68;0005600068;669368;6583737;2154;ALL CHEM;03;Rue Marceau - BP 577;03185;03108;Montluçon;21;Industrie pharmaceutique;38289442600016;A;Autorisation;1;Seveso seuil haut;1;2025-10-07;2025-07-10;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600068;1185|1434|1450|3410|3450|4120|4510|2915|1434|1630|2260|2910|2921|4510|4610;ALL'CHEM;38289442600016;Rue Marceau, BP 577 03108 MONTLUCON;03185;03 ;84;False;False;False;False;False
69;0005600219;739364;6446407;2154;CARPENTER Engineered Foams SAS;43;Zone Industrielle de Costet;43132;43300;Mazeyrat-d'Allier;22;Fabrication de produits en caoutchouc et en plastique;70200178500055;A;Autorisation;1;Seveso seuil haut;1;2025-12-02;2024-11-27;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600219;3410||;CARPENTER ENGINEERED FOAMS;70200178500055;Zone Industrielle de Costet 43300 MAZEYRAT-D'ALLIER;43132;43 ;84;False;False;False;False;False
70;0005600245;776240;6439438;2154;FAREVA LA VALLEE;43;Z.I. de Blavozy;43190;43700;Saint-Germain-Laprade;20;Industrie chimique;80999983200029;A;Autorisation;1;Seveso seuil haut;1;2025-11-05;2025-04-07;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600245;1434|1450|3450|4110|4120|4130|4140|4330|4331|4421|4510|4716|4733|2915|2921|1185|1185|1630|2564|2910|4610|4630|4722|4735;FAREVA LA VALLEE;80999983200029;Z.I. de Blavozy 43700 SAINT-GERMAIN-LAPRADE;43190;43 ;84;False;False;False;False;False
71;0005600419;687355;6563035;2154;ROCKWOOL FRANCE SAS;63;ZI du puits du manoir - BP 3;63338;63700;Saint-Éloy-les-Mines;23;Fabrication d'autres produits minéraux non métalliques;30539439700023;A;Autorisation;1;Seveso seuil haut;1;2025-11-30;2025-09-12;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600419;2660|2718|3340|4130|4801|1510|2515|2716|2921|2940|1185|1414|1530|1532|2522|2714|2910|2915|2925|4510|4718|4719|4725;ROCKWOOL FRANCE SAS;30539439700023;ZI du puits du manoir, BP 3 63700 SAINT-ELOY-LES-MINES;63338;63 ;84;True;False;True;False;False
72;0005600463;754715;6505407;2154;EUROAPI France;63;4 La Paterie;63454;63480;Vertolaye;21;Industrie pharmaceutique;89109068000036;A;Autorisation;1;Seveso seuil haut;1;2025-11-14;2025-06-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005600463;1185|1434|1450|2770|2795|3450|3520|4110|4120|4130|4140|4331|4422|4510|4716|4733|4735|2915|1185|1630|1978|2910|4130|4330|4410|4440|4441|4511|4610|4630|4710|4715|4719|4722|4735;EUROAPI FRANCE;89109068000044;Le Bourg 63480 VERTOLAYE;63454;63 ;84;True;True;True;True;False
73;0005701056;810375;6977795;2154;METAL BLANC SA;08;RUE PASTEUR;08078;08230;Bourg-Fidèle;24;Métallurgie;54205269100038;A;Autorisation;1;Seveso seuil haut;1;2025-11-29;2025-10-03;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005701056;1450|2546|2550|2718|2770|2771|2790|3250|2713|2714|4140|4440|4725|4801;METAL BLANC S A;54205269100038;48 rue Pasteur 08230 BOURG-FIDELE;08078;08 ;44;False;False;False;False;False
74;0005701684;798303;6875157;2154;ECOLAB PRODUCTION FRANCE;51;BP 509 - 94 Avenue du Général Patton;51108;51000;Châlons-en-Champagne;20;Industrie chimique;38174333500048;A;Autorisation;1;Seveso seuil haut;1;2025-11-06;2024-04-16;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005701684;1630|3410|4130|4140|4422|4441|4510|1510|2662|1185|1436|1530|2910|2925|4440|4719|4741;ECOLAB SNC;38174333500048;BP 509, 94 Avenue du Général Patton 51000 CHALONS-SUR-MARNE;51108;51 ;44;False;False;False;False;False
75;0005701946;784163;6792360;2154;DISLAUB;10;RD671 - 3 route de Dijon;10067;10800;Buchères;20;Industrie chimique;42126440900028;A;Autorisation;1;Seveso seuil haut;1;2025-11-19;2025-07-21;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005701946;1434|2250|2718|2770|2790|2791|2795|3430|3510|3550|4130|4331|4511|4722|2716|2910|2921|1434|1532|2170|2175|4140|4725;DISLAUB;42126440900028;RD671, 3 route de Dijon 10800 BUCHERES;10067;10 ;44;True;False;False;False;False
76;0005702992;785363;6916397;2154;CRISTAL UNION établissement CRISTANOL;51;1 route départementale 20A - BP 3;51439;51110;Bazancourt;20;Industrie chimique;48994213600024;A;Autorisation;1;Seveso seuil haut;1;2025-11-06;2025-06-19;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005702992;1434|2160|3110|3140|3410|3642|4110|4140|4331|2260|2921|1185|1510|1532|1630|2171|2925|4441|4510|4725;CRISTAL UNION;42134336900094;1 route départementale 20A, BP 3 51110 BAZANCOURT;51043;51 ;44;True;False;True;False;False
77;0005800290;521320;6933625;2154;CABOT CARBONE SAS;76;RD 173 - BP 90024;76476;76170;Lillebonne;20;Industrie chimique;36050048200011;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-07-01;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800290;1436|3110|3680|4510|4511||1510;CABOT CARBONE;36050048200011;RD 173, BP 90024 76170 LILLEBONNE;76384;76 ;28;True;False;True;False;False
78;0005800295;533234;6903384;2154;HOWA TRAMICO;27;Route d'Authou;27116;27800;Brionne;22;Fabrication de produits en caoutchouc et en plastique;53846586500029;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-03-31;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800295;2566|3410|4130|4726|2661|2663|2662|2910|2915|2925|2940;HOWA TRAMICO;53846586500029;Route d'Authou 27800 BRIONNE;27116;27 ;28;False;False;False;False;False
79;0005800297;499898;6935578;2154;TOTALENERGIES RAFFINAGE FRANCE;76;Raffinerie de Normandie - BP 98;76305;76700;Gonfreville-l'Orcher;19;Cokéfaction et raffinage;52922174900029;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-10-14;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800297;1414|1434|1450|1630|2750|3110|3120|3410|4110|4120|4310|4510|4511|4718|4734|2910|2915|2921|2560;TOTALENERGIES RAFFINAGE FRANCE;52922174900029;BP 98 76700 GONFREVILLE-L'ORCHER;76305;76 ;28;True;True;True;True;False
80;0005800299;502763;6935051;2154;TOTALENERGIES FLUIDS;76;Route du Canal de Tancarville;76489;76430;Oudalle;19;Cokéfaction et raffinage;34224190800033;A;Autorisation;1;Seveso seuil haut;1;2025-10-23;2025-02-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800299;1434|3410|4510|4734|2915|2921|2910|2925;TOTALENERGIES FLUIDS;34224190800033;Route du Canal de Tancarville 76430 OUDALLE;76489;76 ;28;True;True;False;False;False
81;0005800317;497596;6934488;2154;CHANE TERMINAL LE HAVRE;76;Terminal 1 - Route de la chimie - Port 4366;76305;76700;Gonfreville-l'Orcher;52;Entreposage et services auxiliaires des transports;36960001000036;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-11-06;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800317;1434|1436|1630|2750|3710|4110|4120|4130|4140|4150|4330|4331|4510|4511|4717|4722|4730|4732|4733|4734|4738|4741|4742|4743|4744|4746|4747|4748|4755||1434|2175;CHANE TERMINAL LE HAVRE;36960001000036;Route de la  chimie 76700 GONFREVILLE-L'ORCHER;76305;76 ;28;False;False;False;False;False
82;0005800331;497491;6934850;2154;YARA FRANCE;76;Port du Havre 4260 - Route de la Brèque;76305;76700;Gonfreville-l'Orcher;20;Industrie chimique;62204242200742;A;Autorisation;1;Seveso seuil haut;1;2025-11-19;2024-06-21;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800331;1716|3110|3420|3430|4130|4510|4708|4735|2910|1185|1530|2560|4310;YARA FRANCE;62204242200742;Port du Havre 4260, Route de la Brèque BP68 76700 GONFREVILLE-L'ORCHER;76305;76 ;28;True;True;True;False;False
83;0005800348;523094;6934370;2154;ExxonMobil Chemical France;76;Avenue du Président Kennedy - BP 52;76476;76330;Port-Jérôme-sur-Seine;20;Industrie chimique;35217001300028;A;Autorisation;1;Seveso seuil haut;1;2025-09-30;2025-06-26;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800348;1434|1710|2660|2661|2662|3110|3410|4120|4310|4718|4731|4734|2910|2915|2921|1185|2915|2925|4510|4610;EXXONMOBIL CHEMICAL FRANCE;35217001300028;Avenue du Président Kennedy, BP 52 76330 NOTRE-DAME-DE-GRAVENCHON;76476;76 ;28;True;True;True;False;False
84;0005800349;522199;6933730;2154;ESSO RAFFINAGE;76;Avenue Kennedy - BP 1;76476;76330;Port-Jérôme-sur-Seine;19;Cokéfaction et raffinage;37991423700027;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-07-29;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800349;1414|1434|1450|1510|2240|2750|3110|3120|3710|4110|4120|4310|4511|4718|4731|4734|2662|2910|2915|2921|1185|1530|1630|2910|2925;ESSO RAFFINAGE;37991423700027;Avenue Kennedy, BP 1 76330 NOTRE-DAME-DE-GRAVENCHON;76476;76 ;28;True;True;True;True;False
85;0005800350;503106;6933773;2154;SIBANYE-STILLWATER SANDOUVILLE REFINERY;76;ZONE INDUSTRIELLE PORTUAIRE - DU HAVRE SANDOUVILLE PORT 5059;76660;76430;Sandouville;20;Industrie chimique;81739899300029;A;Autorisation;1;Seveso seuil haut;1;2025-06-14;2024-09-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800350;1630|3250|3420|4120|4130|4510|4710|4711|4716|2515|2565|2921|1978|2560|2561|2910|4511|4718;SIBANYE-STILLWATER SANDOUVILLE REFINERY;81739899300029;Port du Havre n°5059, Zone Industrielle du Havre 76430 SANDOUVILLE;76660;76 ;28;True;True;True;True;False
86;0005800357;498722;6934375;2154;TOTALENERGIES RAFFINAGE FRANCE;76;Plateforme de Normandie - Usine pétrochimique de Gonfreville l'Orcher - BP 98;76305;76700;Harfleur;20;Industrie chimique;52922174900029;A;Autorisation;1;Seveso seuil haut;1;2025-12-02;2025-10-15;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800357;1414|1434|2660|3110|3410|4120|4310|4718|4734|2662|2910|2915|2921|1630|2925|4510|4610;TOTALENERGIES PETROCHEMICALS FRANCE;42889111300030;Usine de Gonfreville, TOTAL Plateforme Normandie - B.P. 98 - Gonfreville l'Orcher 76700 HARFLEUR;76341;76 ;28;True;True;True;True;False
87;0005800370;581971;6897726;2154;NUFARM;27;Grande Allée Zone industrielle secteur C - Notre Dame de la Garenne;27275;27600;Gaillon;20;Industrie chimique;55202906800053;A;Autorisation;1;Seveso seuil haut;1;2025-10-22;2025-06-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800370;1434|3440|4110|4120|4130|4510|4511|4331|1436|2910|4140;NUFARM;55202906800053;Route de Notre Dame de la Garenne, ZI Secteur C 27600 GAILLON;27275;27 ;28;True;False;False;False;False
88;0005800378;503756;6933665;2154;SEDIBEX;76;Route industrielle - Accès Port n°5281;76660;76430;Sandouville;38;"Collecte, traitement et élimination des déchets ; récupération";30368786700026;A;Autorisation;1;Seveso seuil haut;1;2025-11-27;2025-11-05;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800378;2718|2770|2771|2790|3510|3520|3550||1630|2716|2921;SEDIBEX;30368786700026;Route Industrielle Portuaire du Havre, accès port du Havre n° 5281 76430 SANDOUVILLE;76660;76 ;28;True;True;True;False;False
89;0005800413;536727;6938250;2154;REVIMA;76;1, avenue du Latham 47 - BP 1;76164;76490;Rives-en-Seine;33;Réparation et installation de machines et d'équipements;54207132900024;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-10-16;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800413;2931|3260|4110|2563|2564|1978|2560|2561|2575|2910|2940;REVIMA;54207132900024;1, avenue du Latham 47, BP 1 76490 CAUDEBEC-EN-CAUX;76164;76 ;28;False;False;True;False;False
90;0005800439;497982;6936203;2154;CHEVRON ORONITE SAS;76;Route du Pont VIII;76305;76700;Gonfreville-l'Orcher;20;Industrie chimique;56206163000025;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-10-01;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800439;1434|1436|1450|1630|3110|3410|4110|4130|4330|4331|4510|4511|1510|2910|2915|2921|2564|2662|4441|4719|4722|4725|4731|4737;CHEVRON ORONITE SAS;56206163000025;Route du Pont VIII 76700 GONFREVILLE-L'ORCHER;76305;76 ;28;True;True;True;False;False
91;0005800509;519197;6945220;2154;ORIL INDUSTRIE;76;13 RUE AUGUSTE DESGENETAIS;76114;76210;Bolbec;21;Industrie pharmaceutique;34434723200029;A;Autorisation;1;Seveso seuil haut;1;2025-12-02;2025-09-09;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800509;1434|1450|2750|2770|3410|3450|3520|3710|4510|1510|2915|2921|1185|1978|2910|2915|2925;ORIL INDUSTRIE;34434723200029;13, rue Auguste Desgenétais, CS 60125 76210 BOLBEC;76114;76 ;28;True;False;True;False;False
92;0005800559;557635;6909295;2154;E & S CHIMIE;76;439, Rue Gravetel;76640;76320;Saint-Pierre-lès-Elbeuf;20;Industrie chimique;53035811800012;A;Autorisation;1;Seveso seuil haut;1;2025-11-05;2025-10-08;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800559;3410|4510|4720|2915|2921|1630|2910|4130|4610|4731;E & S CHIMIE;53035811800012;439, Rue Gravetel 76320 SAINT-PIERRE-LES-ELBEUF;76640;76 ;28;False;False;False;False;False
