;code_aiot;x;y;code_epsg;nom_ets;num_dep;adresse_x;cd_insee;cd_postal;commune;code_naf;lib_naf;num_siret;cd_regime;lib_regime;seveso;lib_seveso;priorite_n;date_modif;derniere_i;url_fiche;rubrique;nom_etablissement;numero_siret;adresse_y;code_insee;code_departement;code_region;top25% prelevements;top25% rejets;top25% rejets atmo;top25% rejets aqueux;top25% rejets sol
93;0005800574;559204;6928071;2154;LUBRIZOL FRANCE;76;25 quai de France - BP 1062;76540;76100;Rouen;20;Industrie chimique;54207095800021;A;Autorisation;1;Seveso seuil haut;1;2025-11-11;2025-10-15;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800574;1434|1436|3410|4001|4130|4140|4510|4511|4630|2915|2921|4331|1434|1510|1630|2515|2910|2915|4734;LUBRIZOL FRANCE;54207095800021;25, Quai de France, B.P. n° 1062 76100 ROUEN;76540;76 ;28;False;False;False;False;False
94;0005800575;502242;6935128;2154;LUBRIZOL FRANCE;76;ZONE INDUSTRIELLE;76489;76430;Oudalle;20;Industrie chimique;54207095800039;A;Autorisation;1;Seveso seuil haut;1;2025-11-30;2025-11-13;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800575;1434|1630|2770|3410|3420|4110|4140|4330|4331|4510|4511|4710|4718|2630|2910|2915|2921|1185|1414|1434|1436|2563|2915|4722|4741;LUBRIZOL FRANCE;54207095800039;Route du Canal de Tancarville 76430 OUDALLE;76489;76 ;28;True;True;True;False;False
95;0005800607;556747;6926177;2154;LAT NITROGEN FRANCE;76;Rue de l'Industrie;76322;76120;LE GRAND-QUEVILLY;20;Industrie chimique;42145440600032;A;Autorisation;1;Seveso seuil haut;1;2025-11-15;2025-08-05;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800607;3110|3420|3430|4001|4120|4310|4510|4701|4702|4735|2515|2517|2921|1630|2910|4702|4734|4741;LAT NITROGEN FRANCE;42145440600032;30, rue de l'Industrie 76121 LE GRAND-QUEVILLY;76322;76 ;28;True;True;True;False;False
96;0005800635;521505;6935088;2154;ARLANXEO ELASTOMERES FRANCE SAS;76;ZONE INDUSTRIELLE - PORT JEROME;76384;76170;Lillebonne;20;Industrie chimique;31980604800017;A;Autorisation;1;Seveso seuil haut;1;2025-11-18;2025-10-08;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800635;1414|1434|2660|3410|4610|4718|2921|1530|2925;ARLANXEO ELASTOMERES FRANCE SAS;31980604800017;Zone industrielle de Port-Jérôme, B.P. 80041 76170 LILLEBONNE;76384;76 ;28;True;True;False;False;False
97;0005800821;587676;6890406;2154;ETS STEINER;27;9, route de Rouen - BP 1161;27562;27950;Saint-Marcel;20;Industrie chimique;55365048200019;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-11-20;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005800821;2640|3410|4110|4511||1434|1436|2910|2925|4120|4140|4331|4440|4734;ETS STEINER;55365048200019;9, route de Rouen, BP 1161 27950 SAINT-MARCEL;27562;27 ;28;False;False;False;False;False
98;0005801081;559157;6914290;2154;SOCIETE D'EXPLOITATION ET DE REAMENAGEMENT DE LA FOSSE MARMITAINE;76;Chemin Rural du Gal;76705;76410;Tourville-la-Rivière;38;"Collecte, traitement et élimination des déchets ; récupération";32167789000022;A;Autorisation;1;Seveso seuil haut;1;2025-11-20;2025-09-11;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005801081;2510|2760|2790|3510|3540|3550|2515|2760|2260|2515;SOCIETE D'EXPLOITATION ET DE REAMENAGEMENT DE LA FOSSE MARMITAINE;32167789000022;Chemin Rural du Gal 76410 TOURVILLE-LA-RIVIERE;76705;76 ;28;False;False;True;False;False
99;0005801105;518803;6946306;2154;ORIL INDUSTRIE;76;Zone Industrielle de Baclair;76114;76210;Bolbec;20;Industrie chimique;34434723200037;A;Autorisation;1;Seveso seuil haut;1;2025-11-19;2025-09-09;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005801105;3450|4110|4130|2910|4331|1185|1185|1434|1510|1630|1978|2910|2915|2925|4441|4722|4735;ORIL INDUSTRIE;34434723200037;Zone Industrielle de Baclair 76210 BOLBEC;76114;76 ;28;False;False;False;False;False
100;0005801173;503207;6934938;2154;SYNTHOMER SPECIALITY CHEMICALS SAS;76;5162 Route du Noroit;76660;76430;Sandouville;20;Industrie chimique;34313932500066;A;Autorisation;1;Seveso seuil haut;1;2025-11-22;2025-10-03;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005801173;1212|1414|1434|2660|2661|3410|3531|4120|4130|4510|4718|2661|2662|2915|2921|4331|1510|2910|2925|4120|4440|4510|4719|4725|4735;SYNTHOMER SPECIALITY CHEMICALS SAS;34313932500025;Route du Noroit, Zone Industrielle du Havre 76430 SANDOUVILLE;76660;76 ;28;False;True;False;False;False
101;0005802267;499928;6933971;2154;CHANE TERMINAL LE HAVRE;76;Terminal 2 - Route de la Plaine - Port 4999;76305;76700;Gonfreville-l'Orcher;52;Entreposage et services auxiliaires des transports;36960001000036;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-11-06;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005802267;1434|1436|1630|2718|3550|4110|4120|4130|4140|4150|4330|4331|4440|4441|4510|4511|4610|4717|4722|4730|4732|4733|4734|4738|4742|4743|4744|4746|4747|4748|4755|2716|2175|2719|2915;;;;;;;False;False;False;False;False
102;0005802648;555114;6914135;2154;BASF AGRI PRODUCTION SAS;76;32, Rue de Verdun - B.P. 80116;76561;76410;Saint-Aubin-lès-Elbeuf;20;Industrie chimique;34397909200032;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-10-16;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005802648;1185|1434|1450|3440|4110|4120|4130|4140|4310|4510|4511|4716|4733|2921|4331|1510|1630|2925|4722|4735;BASF AGRI PRODUCTION SAS;34397909200032;32, Rue de Verdun, B.P. 80116 76410 SAINT-AUBIN-LES-ELBEUF;76561;76 ;28;True;True;False;False;False
103;0005803187;519936;6935367;2154;TEREOS STARCH & SWEETENERS LBN;76;BP 80059 - Les Herbages ZI;76384;76170;Lillebonne;20;Industrie chimique;48089140700029;A;Autorisation;1;Seveso seuil haut;1;2025-11-22;2025-10-08;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005803187;1434|1630|3110|3410|3642|4331|4510|2220|2260|2910|1510|1530|2925|4441;TEREOS STARCH & SWEETENERS LBN;48089140700029;BP 80059, Les Herbages ZI 76170 LILLEBONNE;76384;76 ;28;True;True;True;False;False
104;0005901288;932712;6732485;2154;SUEZ RR IWS Minerals France (ex SITA FD);70;Rue du Bois Mourlot;70428;70000;Pusey;38;"Collecte, traitement et élimination des déchets ; récupération";43331348300243;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-10-02;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901288;2718|2760|2790|3510|3532|3540|3550|2515|2716|2517;SUEZ RR IWS MINERALS FRANCE;43331348300243;Rue du Bois Mourlot 70000 VAIVRE-ET-MONTOILLE;70513;70 ;27;False;False;False;False;False
105;0005902685;882307;6664519;2154;INOVYN FRANCE;39;2 AV DE LA REPUBLIQUE;39001;39500;TAVAUX;20;Industrie chimique;62578013500038;A;Autorisation;1;Seveso seuil haut;1;2025-11-13;2025-10-08;https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902685;1414|1434|1630|2562|2660|2770|3110|3410|3420|3520|4120|4130|4310|4330|4421|4510|4511|4710|4716|4718|4735|4741|2662|2760|2910|2915|2921|4331|1185|1185|1434|1450|2515|2517|4130|4440|4441|4721|4722;INOVYN FRANCE;62578013500038;usine de Tavaux, 2 avenue de la république 39500 TAVAUX;39526;39 ;27;True;True;True;True;False
106;0006101989;863073;6529694;2154;KEM ONE;01;258 route de St Maurice de Gourdans;01027;01360;Balan;20;Industrie chimique;53869504000039;A;Autorisation;1;Seveso seuil haut;1;2025-10-07;2024-10-07;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006101989;1414|2750|3110|3410|3710|4421|4422|4718|2662|2921|1185|4310;KEM ONE;53869504000039;258 route de Saint Maurice de Gourdans 01360 BALAN;01027;01 ;84;True;True;True;False;False
107;0006102267;875914;6528639;2154;SIEGFRIED St Vulbas SAS;01;Parc industriel de la plaine de l'Ain (P.I.P.A.) - 530 Allée de La Luye;01390;01150;Saint-Vulbas;20;Industrie chimique;38830355400017;A;Autorisation;1;Seveso seuil haut;1;2025-10-12;2025-06-10;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102267;1434|1450|2718|3420|3450|4110|4120|4130|4140|4330|4331|4710|4716|4727|4733|2915|1436|2910|4310|4440|4441|4510|4610|4620|4630|4714|4735;SIEGFRIED ST. VULBAS SAS;38830355400017;530 ALLÉE DE LA LUYE PARC INDUSTRIEL DE LA PLAINE DE L'AIN 01150 SAINT-VULBAS;01390;01 ;84;True;True;True;False;False
108;0006102269;875853;6528904;2154;SPEICHIM PROCESSING S.A.;01;100 Allée des pins;01390;01150;Saint-Vulbas;20;Industrie chimique;38921885000037;A;Autorisation;1;Seveso seuil haut;1;2025-11-19;2025-06-30;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102269;1434|2770|2771|2790|3410|3450|3510|3550|4110|4120|4130|4140|4150|4331|4510|4511|2915|2921|1630|2791|2910;SPEICHIM PROCESSING;38921885000037;100 Allée des pins 01150 SAINT-VULBAS;01390;01 ;84;False;False;False;False;False
109;0006102272;876396;6529073;2154;TREDI;01;1215 avenue Charles de Gaulle;01390;01150;Saint-Vulbas;38;"Collecte, traitement et élimination des déchets ; récupération";33818576200162;A;Autorisation;1;Seveso seuil haut;1;2025-12-02;2025-09-18;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102272;2718|2770|2771|2790|2792|3510|3520|3550|2921|2791|2910|2915|2940|4725;TREDI;33818576200055;Parc Industriel de la Plaine de l'Ain   Avenue Charles de Gaulle 01150 SAINT-VULBAS;01390;01 ;84;True;True;True;False;False
110;0006102464;841279;6413193;2154;EURECAT FRANCE;07;Zone Industrielle Jean Jaurès - 121 Avenue Marie Curie;07349;07800;La Voulte-sur-Rhône;20;Industrie chimique;44906526700014;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-02-17;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102464;2718|2770|3420|3510|3550|4510|4511|4711||1630|2910|2925;EURECAT FRANCE SAS;44906526700014;Quai Jean Jaurès, BP 45 07800 LA VOULTE-SUR-RHONE;07349;07 ;84;False;False;True;False;False
111;0006102547;853754;6442018;2154;CHEDDITE FRANCE;26;Lieu-dit Châtillon;26096;26260;Clérieux;25;Fabrication de produits métalliques, à l?exception des machines et des équipements;31920072100029;A;Autorisation;1;Seveso seuil haut;1;2025-08-19;2025-01-30;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102547;2793|3460|4210|4220||1530|2940|4440;CHEDDITE FRANCE;31920072100029;Lieu-dit Châtillon 26260 CLERIEUX;26096;26 ;84;False;False;False;False;False
112;0006102652;837642;6363752;2154;SODEREC INTERNATIONAL;26;1 allée de la quincaillerie - ZA Les Tomples;26235;26700;Pierrelatte;20;Industrie chimique;33790291000013;A;Autorisation;1;Seveso seuil haut;1;2025-10-25;2025-09-15;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102652;2718|2790|3420|4110|4130|4710|4735||1185|2795|4110|4130|4140;SODEREC INTERNATIONAL;33790291000013;1 allée de la quincaillerie, ZA Les Tomples 26700 PIERRELATTE;26235;26 ;84;False;False;False;False;False
113;0006102822;876232;6501970;2154;PCAS - SEQENS;38;15 Avenue des Frères Lumière;38053;38300;Bourgoin-Jallieu;20;Industrie chimique;62201950300045;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-11-04;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102822;1434|1450|3410|3450|4110|4120|4130|4140|4150|4330|4510|4711|4733|4331|1434|1436|1978|2910|2915|2925|4110|4120|4130|4440|4441|4610|4620|4716;PCAS;62201950300045;15, Avenue des Frères Lumière, CS 52009 38300 BOURGOIN-JALLIEU;38053;38 ;84;True;True;False;False;False
114;0006102857;839402;6499604;2154;FINORGA-AXPLORA;38;497, Route de Givors;38087;38670;Chasse-sur-Rhône;21;Industrie pharmaceutique;66201932200020;A;Autorisation;1;Seveso seuil haut;1;2025-11-18;2025-06-30;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102857;1434|1450|3410|3450|4110|4130|4140|4331|4510|4716|2915|1978|2910|2915|4120|4130|4140|4150|4330|4421|4511|4710|4714|4722|4733|4735;FINORGA;66201932200020;497, Route de Givors 38670 CHASSE-SUR-RHONE;38087;38 ;84;True;False;True;False;False
115;0006102885;925863;6467444;2154;STMICROELECTRONICS FRANCE;38;850 Rue Jean Monnet;38140;38920;Crolles;26;Fabrication de produits informatiques, électroniques et optiques;34145938600171;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-03-27;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102885;1185|1630|3420|3670|4110|4120|4130|4710|4715|4716|4725|2565|2910|2921|4331|1185|1185|1630|1978|2561|2563|2564|2565|2925|4330|4440|4441|4442|4510|4511|4718|4728|4729|4734|4735|4736;STMICROELECTRONICS FRANCE;34145938600171;850 Rue Jean Monnet 38920 CROLLES;38140;38 ;84;True;True;True;True;False
116;0006102993;915501;6446644;2154;ARKEMA;38;Usine de Jarrie - RN 85 - BP 1;38200;38560;Jarrie;20;Industrie chimique;31963279000188;A;Autorisation;1;Seveso seuil haut;1;2025-09-19;2025-06-17;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102993;1414|1434|1450|1630|3110|3410|3420|4110|4120|4140|4440|4441|4510|4511|4710|4718|4722|2915|2921|4331|1185|1185|1436|2925|4130|4715;ARKEMA FRANCE;31963279000188;Usine de Jarrie, RN 85 - BP 1 38560 JARRIE;38200;38 ;84;True;True;True;True;False
117;0006102995;915562;6446942;2154;FRAMATOME;38;291 route de l'électrochimie;38200;38560;Jarrie;24;Métallurgie;37904139500060;A;Autorisation;1;Seveso seuil haut;1;2025-10-25;2025-09-15;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006102995;1450|1630|1716|2546|2562|2770|2797|3250|3420|4610|4710|2515|2915|1185|2560|2564|2910|2915|4715;FRAMATOME;37904139500060;291 route de l'électro-chimie 38560 JARRIE;38200;38 ;84;True;True;True;False;False
118;0006103181;839919;6473516;2154;TEPSA FRANCE;38;471, route des Sablons;38468;38150;Salaise-sur-Sanne;52;Entreposage et services auxiliaires des transports;77568640500306;A;Autorisation;1;Seveso seuil haut;1;2025-10-24;2025-02-28;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103181;1434|1436|1630|2718|3550|4120|4130|4140|4150|4330|4331|4510|4511|4722|4734||;TEPSA FRANCE;77568640500306;Z.I. Portuaire Nord, 6471, route des Sablons 38150 SALAISE-SUR-SANNE;38468;38 ;84;False;False;False;False;False
119;0006103190;840475;6473068;2154;TREDI;38;ZI INSPIRA - 519 rue Denis Papin;38468;38150;Salaise-sur-Sanne;38;"Collecte, traitement et élimination des déchets ; récupération";33818576200071;A;Autorisation;1;Seveso seuil haut;1;2025-11-27;2025-11-05;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103190;2718|2770|2771|3510|3520|3550|4511||1630|2795|2921|4734;TREDI;33818576200071;519 rue Denis Papin, Sanne 38150 SALAISE-SUR-SANNE;38468;38 ;84;True;True;True;False;False
120;0006103282;905734;6469326;2154;STEPAN EUROPE SA;38;CHEMIN JONGKIND - BP 127;38565;38340;Voreppe;20;Industrie chimique;05850332700015;A;Autorisation;1;Seveso seuil haut;1;2025-11-25;2025-04-16;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103282;1434|1436|3410|3440|4120|4130|4140|4150|4330|4331|4420|4510|4511|4733|2240|2915|2921|1434|1510|2910|4140|4421|4441|4610|4719|4722;STEPAN EUROPE SA;5850332700015; CHEMIN JONGKING  38340 VOREPPE;38565;38 ;84;False;False;False;False;False
121;0006103291;802243;6493908;2154;SNF SAS ANDREZIEUX;42;ZAC de Milieux;42005;42160;Andrézieux-Bouthéon;20;Industrie chimique;43000664300034;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-07-24;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103291;1434|1436|1450|1630|3110|3410|4110|4130|4140|4331|4440|4510|4511|4735|1510|2921|1185|1185|1436|1532|2925|4120|4130|4140|4411|4421|4422|4441|4719|4733;S.N.F. SA;43000664300034;ZAC de Milieux 42160 ANDREZIEUX-BOUTHEON;42005;42 ;84;True;False;True;False;False
122;0006103546;833411;6546811;2154;CAMPINE FRANCE;69;300 avenue de l'Epie - ZI Nord Arnas - BP 451;69013;69400;Arnas;38;"Collecte, traitement et élimination des déchets ; récupération";91154969900021;A;Autorisation;1;Seveso seuil haut;1;2025-09-30;2025-04-14;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103546;2718|2790|3510|3550|3710|2713|;CAMPINE FRANCE;91154969900021;300 avenue de l'Epie, ZI Nord Arnas - BP 451 69400 ARNAS;69013;69 ;84;False;False;False;False;False
123;0006103617;840127;6498461;2154;SUEZ RR IWS CHEMICALS FRANCE;69;Chemin des Vorgines;69091;69700;Givors;38;"Collecte, traitement et élimination des déchets ; récupération";44454844000049;A;Autorisation;1;Seveso seuil haut;1;2025-09-16;2025-05-14;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103617;1434|2718|2790|2792|3510|3550||2260|2515|2716|2792|2795;SUEZ RR IWS SOLUTIONS;98075799100065;Chemin des Vorgines 69700 GIVORS;69091;69 ;84;False;False;False;False;False
124;0006103685;841994;6513541;2154;ARKEMA FRANCE;69;rue Henri MOISSAN - BP 20;69149;69310;OULLINS-PIERRE-BÉNITE;20;Industrie chimique;31963279000238;A;Autorisation;1;Seveso seuil haut;1;2025-12-01;2025-10-02;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103685;1185|1414|1630|2770|3410|3420|4110|4120|4130|4610|4709|4710|4718|4736|2661|2910|2921|1185|1185|2915|4120|4310|4330|4331|4420|4421|4716|4719|4733;ARKEMA FRANCE;31963279000238;rue Henri MOISSAN, BP 20 69310 PIERRE-BENITE;69152;69 ;84;True;True;True;False;False
125;0006103724;843656;6512878;2154;KEM ONE;69;Quai Louis Aulagne;69199;69191;Saint-Fons;20;Industrie chimique;53869504000112;A;Autorisation;1;Seveso seuil haut;1;2025-11-13;2025-07-09;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103724;1414|1630|2660|3410|3420|4421|4510|4710|4718|2662|2921|1185|2910|4310;KEM ONE;53869504000112;CS 70035  Quai Louis Aulagne 69190 SAINT-FONS;69199;69 ;84;True;True;True;False;False
126;0006103725;843700;6511168;2154;Polytechnyl  PI (Polyamide Intermediaire);69;AVENUE ALBERT RAMBOZ - BP 103;69199;69190;Saint-Fons;20;Industrie chimique;81523284800078;A;Autorisation;1;Seveso seuil haut;1;2025-11-15;2025-05-22;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103725;1630|3110|3410|4430|4711|1510|2662|2915|2921|2925|4510;POLYTECHNYL;81523284800094;80 AVENUE ALBERT RAMBOZ, BP103 69190 SAINT-FONS;69199;69 ;84;True;True;True;False;False
127;0006103727;843574;6512293;2154;ELKEM SILICONES FRANCE SAS;69;1 et 55, rue des Frères Perret;69199;69190;Saint-Fons;20;Industrie chimique;42061138600020;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-10-17;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103727;1434|1436|2660|3420|4001|4110|4120|4130|4330|4331|4510|4610|1510|2564|2661|2662|2915|2921|1185|1530|2515|2910|2915|4150|4735;ELKEM SILICONES FRANCE SAS;42061138600020;1 et 55, rue des Frères Perret 69190 SAINT-FONS;69199;69 ;84;True;True;False;False;False
128;0006103731;843856;6513546;2154;SPECIALTY OPERATIONS FRANCE;69;Rue Prosper Monnet - BP 53;69199;69190;Saint-Fons;20;Industrie chimique;92203150500014;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-10-10;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103731;1414|1434|1436|1630|2770|3110|3410|3520|4120|4130|4140|4330|4331|4441|4510|4511|4718|1510|2915|1185|4440;SPECIALTY OPERATIONS FRANCE;92203150500063;Usine de Saint Fons SPECIALITES, Rue Prosper Monnet - BP 53 69192 SAINT-FONS;69199;69 ;84;True;True;True;True;False
129;0006103973;843808;6509938;2154;TotalEnergies Raffinage France;69;Plateforme de FEYZIN - CS 76022;69276;69320;Feyzin;19;Cokéfaction et raffinage;52922174900052;A;Autorisation;1;Seveso seuil haut;1;2025-11-26;2025-10-07;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103973;1414|1434|1450|2718|3110|3120|3410|4110|4310|4330|4331|4510|4711|4718|4734|4801|2910|2921|1185|1185|1436|1630|2925|4130|4440|4511|4725|4737;TOTALENERGIES RAFFINAGE FRANCE;52922174900052;Plateforme de FEYZIN, CS 76022 69551 FEYZIN;69276;69 ;84;True;True;True;False;False
130;0006103999;841419;6533657;2154;SOCIETE COATEX;69;35 RUE AMPERE - ZI LYON NORD;69278;69730;GENAY;20;Industrie chimique;97150907000043;A;Autorisation;1;Seveso seuil haut;1;2025-10-28;2025-10-10;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006103999;1630|3410|4110|4130|4510|2921|4331|1436|1510|2910|4120|4140|4440|4726;SOCIETE COATEX;97150907000043;rue de la Champagne, ZI LYON NORD 69726 GENAY;69278;69 ;84;False;False;False;False;False
131;0006104103;849418;6512222;2154;CREALIS;69;20 RUE DE BOURGOGNE;69290;69800;Saint-Priest;46;Commerce de gros, à l?exception des automobiles et des motocycles;64204389700023;A;Autorisation;1;Seveso seuil haut;1;2025-11-27;2025-10-13;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006104103;1185|1414|1434|2718|2770|2790|3550|4330|4718|4331|1185|1434|2940;CREALIS;64204389700023;20 RUE DE BOURGOGNE 69800 SAINT-PRIEST;69290;69 ;84;False;False;True;False;False
132;0006104379;958258;6478234;2154;ARKEMA USINE DE LA CHAMBRE;73;Route de l?usine;73067;73130;La Chambre;20;Industrie chimique;31963279000212;A;Autorisation;1;Seveso seuil haut;1;2025-12-02;2025-11-14;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006104379;1434|1436|2562|2910|3410|4001|4110|4120|4130|4140|4330|4331|4511|4718|2921|1185|2564|4310|4510|4715;ARKEMA FRANCE;31963279000212;Boîte postale 10 73130 LA CHAMBRE;73067;73 ;84;True;True;True;False;False
133;0006104466;963969;6469442;2154;TRIMET;73;Rue Henri Sainte Claire Deville;73248;73300;Saint-Jean-de-Maurienne;24;Métallurgie;51902957300028;A;Autorisation;1;Seveso seuil haut;1;2025-11-18;2025-10-28;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006104466;2541|2551|3110|3250|4130|4511|4710|4801|2515|2560|2915|1185|1185|1978|2561|2564|2575|2713|2925;TRIMET FRANCE;51902957300028;Rue Henri Sainte Claire Deville, CS 30114 73302 SAINT-JEAN-DE-MAURIENNE;73248;73 ;84;True;True;True;True;False
134;0006104473;977992;6494905;2154;MSSA S.A.S.;73;Usine de Pomblière - 111, rue de la Volta;73253;73600;Saint-Marcel;20;Industrie chimique;41021904200026;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-08-13;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006104473;1630|2790|3250|3420|4120|4130|4140|4440|4510|4610|4630|4710|2921|1185|2915|4718|4725;MSSA;41021904200026;Usine de Pomblière, 111, rue de la Volta 73600 SAINT-MARCEL;73253;73 ;84;True;False;True;False;False
135;0006104505;965492;6522623;2154;UGITECH;73;Avenue Paul Girod;73303;73400;Ugine;24;Métallurgie;41043615800027;A;Autorisation;1;Seveso seuil haut;1;2025-12-02;2025-10-03;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006104505;2545|3110|3220|3230|3260|4110|4120|4130|2560|2565|2713|2921|1185|1185|1414|2561|2562|2575|2925|4440;UGITECH;41043615800027;Avenue Paul Girod 73403 UGINE;73303;73 ;84;True;True;True;True;False
136;0006105222;840700;6473967;2154;ELKEM SILICONES FRANCE;38;Rue Gaston Monmousseau - Plateforme chimique de Roussillon;38468;38150;Salaise-sur-Sanne;20;Industrie chimique;42061138600046;A;Autorisation;1;Seveso seuil haut;1;2025-09-23;2025-06-25;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006105222;1414|1434|1436|3410|3420|4110|4130|4330|4510|4718|2515|2915|2921|4331|1185|4130|4310|4610;ELKEM SILICONES FRANCE SAS;42061138600046;Rue Gaston Monmousseau, Plateforme chimique de Roussillon 38150 SALAISE-SUR-SANNE;38468;38 ;84;True;True;True;False;False
137;0006105223;840757;6473542;2154;ADISSEO FRANCE SAS;38;Rue Gaston Monmousseau - Plateforme chimique de Roussillon;38468;38150;Salaise-sur-Sanne;20;Industrie chimique;43943656900057;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-06-10;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006105223;1630|2910|3410|3420|4110|4120|4130|4510|4735|2921|1436|1510|2260;ADISSEO FRANCE S.A.S.;43943656900057;Rue Gaston Monmousseau, Plateforme chimique de Roussillon 38150 SALAISE-SUR-SANNE;38468;38 ;84;True;True;False;False;False
138;0006105225;837708;6484276;2154;ADISSEO FRANCE SAS;38;Avenue Berthelot;38378;38370;Saint-Clair-du-Rhône;20;Industrie chimique;43943656900040;A;Autorisation;1;Seveso seuil haut;1;2025-11-28;2025-07-21;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006105225;1414|1434|1436|2562|2770|3410|3420|3520|4110|4120|4130|4150|4331|4441|4718|4722|4737|2910|2921|1185|1434|4130|4510|4734;ADISSEO FRANCE S.A.S.;43943656900040;Avenue Berthelot 38370 SAINT-CLAIR-DU-RHONE;38378;38 ;84;True;True;True;True;False
139;0006106947;912457;6451963;2154;SUEZ RR IWS CHEMICALS FRANCE;38;RUE LAVOISIER - Plate forme de Pont de Claix;38317;38800;Le Pont-de-Claix;38;"Collecte, traitement et élimination des déchets ; récupération";44454844000098;A;Autorisation;1;Seveso seuil haut;1;2025-11-13;2025-10-29;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006106947;2718|2770|2771|2790|2791|2795|3510|3520|3531|3550|4110|4120|4330|4510|2564|2716|4331|4718;SUEZ RR IWS CHEMICALS FRANCE;44454844000098;Rue LAVOISIER, Plateforme Chimique de Pont De Claix 38801 LE PONT-DE-CLAIX;38317;38 ;84;True;False;False;False;False
140;0006107527;912709;6451710;2154;VENCOREX FRANCE;38;Rue Lavoisier;38317;38800;Le Pont-de-Claix;20;Industrie chimique;44418788400044;A;Autorisation;1;Seveso seuil haut;1;2025-09-11;2025-03-27;https://www.georisques.gouv.fr/risques/installations/donnees/details/0006107527;1434|1436|1630|2710|3410|3420|4110|4130|4330|4331|4441|4510|4511|4710|4726|4727|4735|2915|2921|1185|1434|1435|1510|2560|2710|2910|2915|2925|4716;VENCOREX FRANCE;44418788400044;Rue Lavoisier 38800 LE PONT-DE-CLAIX;38317;38 ;84;True;True;True;True;False
